0375759778,9780375759772,Prague: A Novel,Arthur Phillips,http://www.openisbn.com/cover/0375759778_72.jpg,Random House Trade Paperbacks,400
0425163091,9780425163092,Chocolate Jesus,Stephen Jaramillo,http://www.openisbn.com/cover/0425163091_72.jpg,Berkley Trade,249
3404921038,9783404921034,Wie Barney Es Sieht. Roman,"Mordecai Richler,Michael Panofsky,Anette Grube",http://www.openisbn.com/cover/3404921038_72.jpg,Bastei Lübbe,574
3442353866,9783442353866,Der Fluch Der Kaiserin,"Eleanor Cooney,Daniel Altieri",http://www.openisbn.com/cover/3442353866_72.jpg,Blanvalet,0
3442410665,9783442410668,Die Sturmzeit-Trilogie: Sturmzeit: Roman: BD 1,Charlotte Link,http://www.openisbn.com/cover/3442410665_72.jpg,Goldmann Verlag,544
3442446937,9783442446933,Tage Der Unschuld,"Richard North Patterson,Kristian Lutze",http://www.openisbn.com/cover/3442446937_72.jpg,Goldmann,575
0375406328,9780375406324,Lying Awake,Mark Salzman,http://www.openisbn.com/cover/0375406328_72.jpg,Alfred A. Knopf,181
0446310786,9780446310789,To Kill A Mockingbird,Harper Lee,http://www.openisbn.com/cover/0446310786_72.jpg,Grand Central Publishing,281
0449005615,9780449005613,Seabiscuit: An American Legend,Laura Hillenbrand,http://www.openisbn.com/cover/0449005615_72.jpg,Ballantine Books,399
0060168013,9780060168018,Pigs In Heaven,Barbara Kingsolver,http://www.openisbn.com/cover/0060168013_72.jpg,HarperCollins Publishers,288
038078243X,9780380782437,Miss Zukas And The Raven's Dance (Miss Zukas Mysteries),Jo Dereske,http://www.openisbn.com/cover/038078243X_72.jpg,Avon,256
055321215X,9780553212150,Pride And Prejudice,Jane Austen,http://www.openisbn.com/cover/055321215X_72.jpg,Bantam Classics,0
067176537X,9780671765378,The Therapeutic Touch: How To Use Your Hands To Help Or To Heal,Dolores Krieger,http://www.openisbn.com/cover/067176537X_72.jpg,Touchstone,168
0061099686,9780061099687,Downtown,Anne Rivers Siddons,http://www.openisbn.com/cover/0061099686_72.jpg,HarperTorch,512
0553582909,9780553582901,Icebound,Dean Koontz,http://www.openisbn.com/cover/0553582909_72.jpg,Bantam,416
0671888587,9780671888589,I'll Be Seeing You,Mary Higgins Clark,http://www.openisbn.com/cover/0671888587_72.jpg,Pocket Books,320
0553582747,9780553582741,From The Corner Of His Eye,Dean Koontz,http://www.openisbn.com/cover/0553582747_72.jpg,Bantam,768
0425182908,9780425182901,Isle Of Dogs (Andy Brazil),Patricia Cornwell,http://www.openisbn.com/cover/0425182908_72.jpg,Berkley,432
042518630X,9780425186305,Purity In Death,J.D. Robb,http://www.openisbn.com/cover/042518630X_72.jpg,Berkley,368
0440223571,9780440223573,This Year It Will Be Different And Other Stories - A Christmas Treasury,Maeve Binchy,http://www.openisbn.com/cover/0440223571_72.jpg,Dell,0
0812523873,9780812523874,Proxies,Laura J. Mixon,http://www.openisbn.com/cover/0812523873_72.jpg,Tor Books,480
0842342702,9780842342704,Left Behind: A Novel Of The Earth's Last Days (Left Behind #1),"Tim LaHaye,Jerry B. Jenkins",http://www.openisbn.com/cover/0842342702_72.jpg,Living Books,352
0440225701,9780440225706,The Street Lawyer,John Grisham,http://www.openisbn.com/cover/0440225701_72.jpg,Dell,464
0060914068,9780060914066,"Love, Medicine And Miracles",Bernie S. Siegel M.D.,http://www.openisbn.com/cover/0060914068_72.jpg,HarperCollins Publishers,0
0156047624,9780156047623,All The King's Men,Robert Penn Warren,http://www.openisbn.com/cover/0156047624_72.jpg,Harcourt,438
0245542957,9780245542954,Pacific Northwest,Hans Johannes Hoefer,http://www.openisbn.com/cover/0245542957_72.jpg,Chambers,0
0380715899,9780380715893,Soldier Of The Great War,Mark Helprin,http://www.openisbn.com/cover/0380715899_72.jpg,Avon Books,736
0553280333,9780553280333,Getting Well Again: The Bestselling Classic About The Simontons' Revolutionary Lifesaving Self- Awareness Techniques,"O. Carl Simonton M.D.,James Creighton Ph.D.,Stepha",http://www.openisbn.com/cover/0553280333_72.jpg,Bantam,304
0961769947,9780961769949,Northwest Wines And Wineries,Chuck Hill,http://www.openisbn.com/cover/0961769947_72.jpg,Speed Graphics,236
0964778319,9780964778313,An Atmosphere Of Eternity: Stories Of India,David Iglehart,http://www.openisbn.com/cover/0964778319_72.jpg,Sunflower Pub Co,157
0671623249,9780671623241,Lonesome Dove,Larry McMurtry,http://www.openisbn.com/cover/0671623249_72.jpg,Pocket Books,945
0679810307,9780679810308,Shabanu: Daughter Of The Wind (Border Trilogy),Suzanne Fisher Staples,http://www.openisbn.com/cover/0679810307_72.jpg,Laurel Leaf,256
0679865691,9780679865698,Haveli,Suzanne Fisher Staples,http://www.openisbn.com/cover/0679865691_72.jpg,Laurel Leaf,336
2070423204,9782070423200,Lieux Dits,Michel Tournier,http://www.openisbn.com/cover/2070423204_72.jpg,Gallimard,125
0345260317,9780345260314,The Dragons Of Eden: Speculations On The Evolution Of Human Intelligence,Carl Sagan,http://www.openisbn.com/cover/0345260317_72.jpg,Ballantine Books,0
0394743741,9780394743745,The Yawning Heights,Aleksandr Zinoviev,http://www.openisbn.com/cover/0394743741_72.jpg,Random House,828
042511774X,9780425117743,Breathing Lessons,Anne Tyler,http://www.openisbn.com/cover/042511774X_72.jpg,Berkley,352
0804106304,9780804106306,The Joy Luck Club,Amy Tan,http://www.openisbn.com/cover/0804106304_72.jpg,Ballantine Books,352
1853262404,9781853262401,Heart Of Darkness &amp; Other Stories (Wordsworth Collection),Joseph Conrad,http://www.openisbn.com/cover/1853262404_72.jpg,Wordsworth Editions Ltd,240
0312970242,9780312970246,Deepak Chopra's The Angel Is Near,"Deepak Chopra,Martin Greenberg",http://www.openisbn.com/cover/0312970242_72.jpg,St. Martin's Paperbacks,340
1853260053,9781853260056,Tess Of The D'Urbervilles (Wadsworth Collection),Thomas Hardy,http://www.openisbn.com/cover/1853260053_72.jpg,Wordsworth Edition Ltd,384
1414035004,9781414035000,The Adventures Of Drew And Ellie: The Magical Dress,"Charles Noland,Sherri Baker",http://www.openisbn.com/cover/1414035004_72.jpg,Authorhouse,76
0060938412,9780060938413,The Accidental Virgin,Valerie Frankel,http://www.openisbn.com/cover/0060938412_72.jpg,William Morrow Paperbacks,277
0140067477,9780140067477,The Tao Of Pooh,Benjamin Hoff,http://www.openisbn.com/cover/0140067477_72.jpg,Penguin (Non-Classics),176
0345465083,9780345465085,Seabiscuit: An American Legend,Laura Hillenbrand,http://www.openisbn.com/cover/0345465083_72.jpg,Ballantine Books,453
0451625889,9780451625885,The Prince (Mentor Series),Niccolo Machiavelli,http://www.openisbn.com/cover/0451625889_72.jpg,Signet,0
1558531025,9781558531024,"Life's Little Instruction Book:  511 Suggestions, Observations, And Reminders On How To Live A Happy And Rewarding Life",H. Jackson Brown Jr.,http://www.openisbn.com/cover/1558531025_72.jpg,Rutledge Hill Press,160
0441783589,9780441783588,Starship Troopers,Robert A. Heinlein,http://www.openisbn.com/cover/0441783589_72.jpg,Ace,263
0394895894,9780394895895,"The Ruby In The Smoke (Sally Lockhart Trilogy, Book 1)",Philip Pullman,http://www.openisbn.com/cover/0394895894_72.jpg,Laurel Leaf,230
1569871213,9781569871218,Black Beauty (Illustrated Classics),,http://www.openisbn.com/cover/1569871213_72.jpg,Landoll,240
0375410538,9780375410536,Anil's Ghost,Michael Ondaatje,http://www.openisbn.com/cover/0375410538_72.jpg,Knopf,311
0966986105,9780966986105,Prescription For Terror,Sandra Levy Ceren,http://www.openisbn.com/cover/0966986105_72.jpg,Andrew Scott Pub,240
087113375X,9780871133755,Modern Manners: An Etiquette Book For Rude People,P. J. O'Rourke,http://www.openisbn.com/cover/087113375X_72.jpg,Atlantic Monthly Press,280
0340767936,9780340767931,Turning Thirty,Mike Gayle,http://www.openisbn.com/cover/0340767936_72.jpg,Flame,384
0743403843,9780743403849,Decipher,Stel Pavlou,http://www.openisbn.com/cover/0743403843_72.jpg,Simon &amp; Schuster,816
0060930365,9780060930363,"My First Cousin Once Removed: Money, Madness, And The Family Of Robert Lowell",Sarah Payne Stuart,http://www.openisbn.com/cover/0060930365_72.jpg,Harper Perennial,256
0060177586,9780060177584,Standing Firm: Dan Quayle,Dan Quayle,http://www.openisbn.com/cover/0060177586_72.jpg,HarperCollins,402
0071416331,9780071416337,Team Bush : Leadership Lessons From The Bush White House,"Donald F. Kettl,Donald Kettl",http://www.openisbn.com/cover/0071416331_72.jpg,McGraw-Hill,224
0375509038,9780375509032,"The Right Man: The Surprise Presidency Of George W. Bush, An Inside Account",David Frum,http://www.openisbn.com/cover/0375509038_72.jpg,Random House,320
0553062042,9780553062045,The Daybreakers (The Louis L'Amour Collection),Louis L'Amour,http://www.openisbn.com/cover/0553062042_72.jpg,Bantam Doubleday Dell,198
0316769487,9780316769488,The Catcher In The Rye,J.D. Salinger,http://www.openisbn.com/cover/0316769487_72.jpg,"Little, Brown And Company",224
0679429220,9780679429227,Midnight In The Garden Of Good And Evil,John Berendt,http://www.openisbn.com/cover/0679429220_72.jpg,Random House,388
0671867156,9780671867157,Pretend You Don't See Her,Mary Higgins Clark,http://www.openisbn.com/cover/0671867156_72.jpg,Pocket Books,320
0312252617,9780312252618,Fast Women,Jennifer Crusie,http://www.openisbn.com/cover/0312252617_72.jpg,St. Martin's Press,352
0312261594,9780312261597,Female Intelligence,Jane Heller,http://www.openisbn.com/cover/0312261594_72.jpg,St. Martin's Press,336
0316748641,9780316748643,Pasquale's Nose: Idle Days In An Italian Town,Michael Rips,http://www.openisbn.com/cover/0316748641_72.jpg,Back Bay Books,224
0316973742,9780316973748,The Gospel Of Judas: A Novel,Simon Mawer,http://www.openisbn.com/cover/0316973742_72.jpg,Back Bay Books,352
0385235941,9780385235945,Prize Stories 1987: The O. Henry Awards,William Abrahams,http://www.openisbn.com/cover/0385235941_72.jpg,Doubleday,320
0446677450,9780446677455,"Rich Dad, Poor Dad: What The Rich Teach Their Kids About Money--That The Poor And Middle Class Do Not!","Robert T. Kiyosaki,Sharon L. Lechter",http://www.openisbn.com/cover/0446677450_72.jpg,Business Plus,207
0451166892,9780451166890,The Pillars Of The Earth,Ken Follett,http://www.openisbn.com/cover/0451166892_72.jpg,Signet,983
0553347594,9780553347593,McDonald's: Behind The Arches,John F. Love,http://www.openisbn.com/cover/0553347594_72.jpg,Bantam,496
0671621009,9780671621001,Creating Wealth: Retire In Ten Years Using Allen's Seven Principles Of Wealth!,Robert G. Allen,http://www.openisbn.com/cover/0671621009_72.jpg,Fireside,304
067976397X,9780679763970,Corelli's Mandolin: A Novel,Louis De Bernieres,http://www.openisbn.com/cover/067976397X_72.jpg,Vintage,437
0684822733,9780684822730,"Love, Miracles, And Animal Healing: A Heartwarming Look At The Spiritual Bond Between Animals And Humans","Pam Proctor,Allen M. Schoen",http://www.openisbn.com/cover/0684822733_72.jpg,Fireside,240
0786868716,9780786868711,The Five People You Meet In Heaven,Mitch Albom,http://www.openisbn.com/cover/0786868716_72.jpg,Hyperion,198
0671864769,9780671864767,Relics (Star Trek: The Next Generation),"Michael Jan Friedman,Ronald D. Moore",http://www.openisbn.com/cover/0671864769_72.jpg,Star Trek,239
0671521519,9780671521516,Bless The Beasts And Children,Glendon Swarthout,http://www.openisbn.com/cover/0671521519_72.jpg,Pocket,224
0440222303,9780440222309,"The Touch Of Your Shadow, The Whisper Of Your Name (Babylon 5, Book 5)","Neal Barrett Jr.,J. Michael Straczynski",http://www.openisbn.com/cover/0440222303_72.jpg,Dell,256
0312953453,9780312953454,Blood Oath,David Morrell,http://www.openisbn.com/cover/0312953453_72.jpg,St. Martin's Paperbacks,296
0446608653,9780446608657,The Alibi,Sandra Brown,http://www.openisbn.com/cover/0446608653_72.jpg,Grand Central Publishing,592
0446612545,9780446612548,The Beach House,"James Patterson,Peter De Jonge",http://www.openisbn.com/cover/0446612545_72.jpg,Grand Central Publishing,384
0446612618,9780446612616,A Kiss Remembered,Sandra Brown,http://www.openisbn.com/cover/0446612618_72.jpg,Grand Central Publishing,224
0451208080,9780451208088,The Short Forever (Stone Barrington),Stuart Woods,http://www.openisbn.com/cover/0451208080_72.jpg,Signet,432
0553584383,9780553584387,Dead Aim,Iris Johansen,http://www.openisbn.com/cover/0553584383_72.jpg,Bantam,368
0671027360,9780671027360,Angels &amp; Demons,Dan Brown,http://www.openisbn.com/cover/0671027360_72.jpg,Pocket Star,608
0812575954,9780812575958,The Deal,Joe Hutsko,http://www.openisbn.com/cover/0812575954_72.jpg,Forge,320
0316735736,9780316735735,All He Ever Wanted: A Novel,Anita Shreve,http://www.openisbn.com/cover/0316735736_72.jpg,Back Bay Books,352
0743439740,9780743439749,"Every Breath You Take : A True Story Of Obsession, Revenge, And Murder",Ann Rule,http://www.openisbn.com/cover/0743439740_72.jpg,Pocket Books,704
0345372700,9780345372703,"If I Ever Get Back To Georgia, I'm Gonna Nail My Feet To The Ground",Lewis Grizzard,http://www.openisbn.com/cover/0345372700_72.jpg,Ballantine Books,0
0380619458,9780380619450,The Mosquito Coast,Paul Theroux,http://www.openisbn.com/cover/0380619458_72.jpg,Avon Books (Mm),370
0446325805,9780446325806,"If Love Were Oil, I'd Be About A Quart Low",Lewis Grizzard,http://www.openisbn.com/cover/0446325805_72.jpg,Warner Books,279
0451406923,9780451406927,"Good-Bye, My Little Ones: The True Story Of A Murderous Mother And Five Innocent Victims","Charles Hickey,Todd Lighty,John O'Brien",http://www.openisbn.com/cover/0451406923_72.jpg,Onyx,384
0671042858,9780671042851,The Girl Who Loved Tom Gordon,Stephen King,http://www.openisbn.com/cover/0671042858_72.jpg,Pocket Books,272
0743249992,9780743249997,Bringing Down The House: The Inside Story Of Six M.I.T. Students Who Took Vegas For Millions,Ben Mezrich,http://www.openisbn.com/cover/0743249992_72.jpg,Free Press,257
0840734530,9780840734532,"The Oneprince (The Redaemian Chronicles, Book 1)",Bill Hand,http://www.openisbn.com/cover/0840734530_72.jpg,Thomas Nelson Inc,300
0425184226,9780425184226,The Sum Of All Fears,Tom Clancy,http://www.openisbn.com/cover/0425184226_72.jpg,Berkley,928
0375500766,9780375500763,Care Packages: Letters To Christopher Reeve From Strangers And Other Friends,Dana Reeve,http://www.openisbn.com/cover/0375500766_72.jpg,Random House,192
9724119378,9789724119373,O Deus Das Pequenas Coisas (Spanish Edition),Roy,http://www.openisbn.com/cover/9724119378_72.jpg,Edicoes Asa,0
0451205197,9780451205193,Lady In Green And Minor Indiscretions (Signet Regency Romance),Barbara Metzger,http://www.openisbn.com/cover/0451205197_72.jpg,Signet,480
0060929790,9780060929794,One Hundred Years Of Solitude,Gabriel Garcia Marquez,http://www.openisbn.com/cover/0060929790_72.jpg,Perennial,464
0060976845,9780060976842,Little Altars Everywhere,Rebecca Wells,http://www.openisbn.com/cover/0060976845_72.jpg,Harper Paperbacks,240
0061099325,9780061099328,COYOTE WAITS                MM (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,http://www.openisbn.com/cover/0061099325_72.jpg,HarperTorch,368
0671004573,9780671004576,Before I Say Good-Bye,Mary Higgins Clark,http://www.openisbn.com/cover/0671004573_72.jpg,Pocket Books,416
0446601640,9780446601641,Slow Waltz In Cedar Bend,Robert James Waller,http://www.openisbn.com/cover/0446601640_72.jpg,"Warner Books, Inc.",227
0330484516,9780330484510,Twenty Minute Retreats (A Pan Self-Discovery Title),Rachel Harris,http://www.openisbn.com/cover/0330484516_72.jpg,Pan Macmillan,256
038572179X,9780385721790,Atonement: A Novel,Ian McEwan,http://www.openisbn.com/cover/038572179X_72.jpg,Anchor,368
0393020371,9780393020373,Next: The Future Just Happened,Michael Lewis,http://www.openisbn.com/cover/0393020371_72.jpg,W. W. Norton &amp; Company,192
1900850303,9781900850308,Angelic Darkness,Richard Zimler,http://www.openisbn.com/cover/1900850303_72.jpg,Arcadia Books,247
1903019699,9781903019696,The Soulbane Stratagem: Diabolical Subterfuge Which Threatens To Destroy Us...,Norman Jetmundsen,http://www.openisbn.com/cover/1903019699_72.jpg,John Hunt Pub,290
0345425294,9780345425294,Gangster,Lorenzo Carcaterra,http://www.openisbn.com/cover/0345425294_72.jpg,Fawcett,416
0451410319,9780451410313,Hush,Anne Frasier,http://www.openisbn.com/cover/0451410319_72.jpg,Onyx,384
0553583468,9780553583465,Whisper Of Evil (Evil Trilogy),Kay Hooper,http://www.openisbn.com/cover/0553583468_72.jpg,Bantam,416
0380778556,9780380778553,Rebecca,Daphne Du Maurier,http://www.openisbn.com/cover/0380778556_72.jpg,Avon,384
0451525221,9780451525222,The Scarlet Letter (Signet Classics),"Nathaniel Hawthorne,Leo Marx",http://www.openisbn.com/cover/0451525221_72.jpg,Signet Classics,256
0002740230,9780002740234,Keep It Simple: And Get More Out Of Life,Nick Page,http://www.openisbn.com/cover/0002740230_72.jpg,HarperCollins UK,96
0385336772,9780385336772,Diary Of A Mad Mom-to-Be,Laura Wolf,http://www.openisbn.com/cover/0385336772_72.jpg,Delta,321
0440949424,9780440949428,Locked In Time,Lois Duncan,http://www.openisbn.com/cover/0440949424_72.jpg,Laurel Leaf,210
0505524996,9780505524997,Contact,Susan Grant,http://www.openisbn.com/cover/0505524996_72.jpg,Love Spell,384
0140252800,9780140252804,Brimstone Wedding,Barbara Vine,http://www.openisbn.com/cover/0140252800_72.jpg,Penguin Books Ltd,320
0451452755,9780451452757,The Catswold Portal,Shirley Rousseau Murphy,http://www.openisbn.com/cover/0451452755_72.jpg,Roc,432
0812575482,9780812575484,"Through Wolf's Eyes (Wolf, Book 1)",Jane Lindskold,http://www.openisbn.com/cover/0812575482_72.jpg,Tor Fantasy,608
044651747X,9780446517478,Puerto Vallarta Squeeze,Robert James Waller,http://www.openisbn.com/cover/044651747X_72.jpg,Grand Central Publishing,224
0060801263,9780060801267,A Tree Grows In Brooklyn,Betty Smith,http://www.openisbn.com/cover/0060801263_72.jpg,Harpercollins Publisher,432
0061030147,9780061030147,Cybill Disobedience,"Cybill Shepherd,Aimee Lee Ball",http://www.openisbn.com/cover/0061030147_72.jpg,Avon,352
0140250964,9780140250961,Snow Angels: A Novel,Stewart O'Nan,http://www.openisbn.com/cover/0140250964_72.jpg,Penguin Books,320
0446527165,9780446527163,Wish You Well,David Baldacci,http://www.openisbn.com/cover/0446527165_72.jpg,Warner Books,400
0671461494,9780671461492,The Hitchhiker's Guide To The Galaxy,Douglas Adams,http://www.openisbn.com/cover/0671461494_72.jpg,Pocket,0
0385337639,9780385337632,Crow Lake (Today Show Book Club #7),Mary Lawson,http://www.openisbn.com/cover/0385337639_72.jpg,Dial Press Trade Paperback,320
039575514X,9780395755143,My Antonia,Willa Cather,http://www.openisbn.com/cover/039575514X_72.jpg,Mariner Books,272
0451206673,9780451206671,Pen Pals,Olivia Goldsmith,http://www.openisbn.com/cover/0451206673_72.jpg,Signet,432
0330332775,9780330332774,Bridget Jones's Diary,Helen Fielding,http://www.openisbn.com/cover/0330332775_72.jpg,Picador,320
0486284735,9780486284736,Pride And Prejudice (Dover Thrift Editions),"Jane Austen,Dover Thrift Editions",http://www.openisbn.com/cover/0486284735_72.jpg,Dover Publications,272
0671021745,9780671021740,Eye On Crime: Hardy Boys #153,Franklin W. Dixon,http://www.openisbn.com/cover/0671021745_72.jpg,Aladdin,160
0671047612,9780671047610,Skin And Bones,Franklin W. Dixon,http://www.openisbn.com/cover/0671047612_72.jpg,Aladdin,160
0671504282,9780671504281,"LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) (Hardy Boys, The)",Franklin W. Dixon,http://www.openisbn.com/cover/0671504282_72.jpg,Simon Pulse,160
0399138684,9780399138683,The Cat Who Came To Breakfast,Lilian Jackson Braun,http://www.openisbn.com/cover/0399138684_72.jpg,Putnam,254
0785263292,9780785263296,"If Singleness Is A Gift, What's The Return Policy?","Holly Virden,Michelle McKinney Hammond",http://www.openisbn.com/cover/0785263292_72.jpg,Thomas Nelson,224
0830714014,9780830714018,Always Daddy's Girl: Understanding Your Father's Impact On Who You Are,H. Norman Wright,http://www.openisbn.com/cover/0830714014_72.jpg,Regal Books,284
0345354931,9780345354938,"Night Mare (The Magic Of Xanth, No. 6)",Piers Anthony,http://www.openisbn.com/cover/0345354931_72.jpg,Del Rey,320
0553278223,9780553278224,The Martian Chronicles (The Grand Master Editions),Ray Bradbury,http://www.openisbn.com/cover/0553278223_72.jpg,Spectra,192
3150000335,9783150000335,Kabale Und Liebe,"Friedrich Schiller,Walter Schafarschik",http://www.openisbn.com/cover/3150000335_72.jpg,"Reclam, Philipp, Jun. GmbH, Verlag",128
3257203659,9783257203653,Der Illustrierte Mann,"Ray Bradbury,Peter Naujack",http://www.openisbn.com/cover/3257203659_72.jpg,Diogenes,320
3257207522,9783257207521,Der König In Gelb: Stories,"Raymond Chandler,Hans Wollschläger",http://www.openisbn.com/cover/3257207522_72.jpg,Diogenes Verlag,352
3257208626,9783257208627,Fahrenheit 451,Ray Bradbury,http://www.openisbn.com/cover/3257208626_72.jpg,Diogenes Verlag,175
3257208634,9783257208634,Die Mars-Chroniken: Roman In Erzählungen,"Ray Bradbury,Thomas Schlück",http://www.openisbn.com/cover/3257208634_72.jpg,Diogenes Verlag,272
3257208669,9783257208665,Das Böse Kommt Auf Leisen Sohlen,"Ray Bradbury,Norbert Wölfl",http://www.openisbn.com/cover/3257208669_72.jpg,Diogenes,272
3257210450,9783257210453,Löwenzahnwein,"Ray Bradbury,Alexander Schmitz",http://www.openisbn.com/cover/3257210450_72.jpg,Diogenes,279
3257212054,9783257212051,Das Kind Von Morgen. Erzählungen.,Ray Bradbury,http://www.openisbn.com/cover/3257212054_72.jpg,Diogenes Verlag,367
3257212429,9783257212426,Die Mechanismen Der Freude. Erzählungen.,Ray Bradbury,http://www.openisbn.com/cover/3257212429_72.jpg,Diogenes Verlag,317
3257214154,9783257214154,Familientreffen - Erzählungen,"Ray Bradbury,Jürgen Bauer,Alastair Ker",http://www.openisbn.com/cover/3257214154_72.jpg,Diogenes,225
3257216416,9783257216417,Der Tod Kommt Schnell In Mexico. Erzählungen.,Ray Bradbury,http://www.openisbn.com/cover/3257216416_72.jpg,Diogenes Verlag,0
3257233051,9783257233056,Veronika Beschließt Zu Sterben,"Paulo Coelho,Maralde Meyer-Minnemann",http://www.openisbn.com/cover/3257233051_72.jpg,Diogenes Verlag,223
342311360X,9783423113601,Die Liebe In Den Zeiten Der Cholera. Roman.,Gabriel García Márquez,http://www.openisbn.com/cover/342311360X_72.jpg,Dtv,503
3423116714,9783423116718,Die Klone Der Joanna May. Roman.,Fay Weldon,http://www.openisbn.com/cover/3423116714_72.jpg,Dtv,323
3423241489,9783423241489,Ist Mein Hintern Wirklich So Dick?,Arabella Weir,http://www.openisbn.com/cover/3423241489_72.jpg,Dtv,240
3426605686,9783426605684,Haifischfrauen,"Kiana Davenport,Margarete Längsfeld",http://www.openisbn.com/cover/3426605686_72.jpg,Droemer Knaur,672
3453212150,9783453212152,Die Cappuccino Jahre,Sue Townsend,http://www.openisbn.com/cover/3453212150_72.jpg,Heyne,0
